file_number,api_number,operator_name,township,township_bearing,range,range_bearing,section,state,field_name,effective_on,action_type,slant,target_formation,elevation,depth,countyfips,well_status
647785521,4902121393,EOG RESOURCES INC,13,N,65,W,6,WY,JUBILEE,20140709,Approved,H,NIOBRARA,6065,18434,56021,Active Permit
2070932832,4902121389,EOG RESOURCES INC,13,N,65,W,24,WY,JUBILEE,20140709,Approved,H,NIOBRARA,5902,17834,56021,Active Permit
2070932832,4902121389,EOG RESOURCES INC,13,N,65,W,25,WY,JUBILEE,20140709,Approved,H,NIOBRARA,5902,17834,56021,Active Permit
50418787,4902121397,EOG RESOURCES INC,13,N,65,W,24,WY,JUBILEE,20140709,Approved,H,NIOBRARA,5914,17816,56021,Active Permit
50418787,4902121397,EOG RESOURCES INC,13,N,65,W,25,WY,JUBILEE,20140709,Approved,H,NIOBRARA,5914,17816,56021,Active Permit
953553604,4902121376,EOG RESOURCES INC,13,N,64,W,18,WY,WINDY,20140709,Approved,H,NIOBRARA,5846,12839,56021,Active Permit
953553604,4902121376,EOG RESOURCES INC,13,N,64,W,18,WY,WINDY,20140709,Approved,H,NIOBRARA,5846,12839,56021,Active Permit
2134984516,4902121334,EOG RESOURCES INC,13,N,64,W,31,WY,WINDY,20140709,Approved,H,NIOBRARA,5865,18459,56021,Active Permit
2134984516,4902121334,EOG RESOURCES INC,12,N,64,W,7,WY,WINDY,20140709,Approved,H,NIOBRARA,5865,18459,56021,Active Permit
1409490171,4900929158,EOG RESOURCES INC,41,N,71,W,30,WY,CROSSBOW,20140709,Approved,V,MOWRY,4684,11000,56009,Confidential Well Status
1409490171,4900929158,EOG RESOURCES INC,41,N,71,W,30,WY,CROSSBOW,20140709,Approved,V,MOWRY,4684,11000,56005,Confidential Well Status
1811528115,4902121452,BEAR OIL AND GAS INC,16,N,60,W,17,WY,ARMOUR,20140710,Approved,V,J SAND,5308,7750,56021,Active Permit
1465666137,4900562475,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140710,Approved,H,SHANNON,5291,14160,56005,Active Permit
1465666137,4900562475,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140710,Approved,H,SHANNON,5291,14160,56005,Active Permit
1681017805,4902121356,EOG RESOURCES INC,13,N,65,W,20,WY,JUBILEE,20140710,Approved,H,NIOBRARA,6028,19004,56021,Active Permit
1681017805,4902121356,EOG RESOURCES INC,13,N,65,W,32,WY,JUBILEE,20140710,Approved,H,NIOBRARA,6028,19004,56021,Active Permit
2087157757,4902121358,EOG RESOURCES INC,13,N,65,W,20,WY,JUBILEE,20140710,Approved,H,NIOBRARA,6063,19038,56021,Active Permit
2087157757,4902121358,EOG RESOURCES INC,13,N,65,W,32,WY,JUBILEE,20140710,Approved,H,NIOBRARA,6063,19038,56021,Active Permit
412859715,4900562470,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140710,Approved,H,SHANNON,5332,14655,56005,Active Permit
412859715,4900562470,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140710,Approved,H,SHANNON,5332,14655,56005,Active Permit
679684310,4900561980,EOG RESOURCES INC,41,N,72,W,26,WY,ARBALEST,20140710,Approved,H,PARKMAN,4796,12395,56005,Active Permit
679684310,4900561980,EOG RESOURCES INC,41,N,72,W,23,WY,ARBALEST,20140710,Approved,H,PARKMAN,4796,12395,56005,Active Permit
613752541,4900561981,EOG RESOURCES INC,41,N,72,W,26,WY,ARBALEST,20140710,Approved,H,PARKMAN,4796,12349,56005,Active Permit
613752541,4900561981,EOG RESOURCES INC,41,N,72,W,23,WY,ARBALEST,20140710,Approved,H,PARKMAN,4796,12349,56005,Active Permit
574140373,4900562468,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140710,Approved,H,MOWRY,5332,17174,56005,Active Permit
574140373,4900562468,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140710,Approved,H,MOWRY,5332,17174,56005,Active Permit
1024089589,4900562467,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140710,Approved,H,TURNER,5332,16300,56005,Active Permit
1024089589,4900562467,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140710,Approved,H,TURNER,5332,16300,56005,Active Permit
249230495,4900929182,EOG RESOURCES INC,41,N,72,W,30,WY,ARBALEST,20140710,Approved,H,PARKMAN,4809,12038,56009,Active Permit
249230495,4900929182,EOG RESOURCES INC,41,N,72,W,30,WY,ARBALEST,20140710,Approved,H,PARKMAN,4809,12038,56005,Active Permit
916665276,4902705374,ELLWOOD EXPLORATION LLC,35,N,65,W,4,WY,PUTNAM,20140711,Approved,V,MORRISON,4416,3850,56027,Confidential Well Status
2036307076,4901929799,ANSCHUTZ OIL COMPANY LLC,48,N,78,W,2,WY,SHEH FEDERAL,20140715,Approved,H,SHANNON,4318,13265,56019,Active Permit
2036307076,4901929799,ANSCHUTZ OIL COMPANY LLC,48,N,78,W,2,WY,SHEH FEDERAL,20140715,Approved,H,SHANNON,4318,13265,56019,Active Permit
426301495,4902121300,EOG RESOURCES INC,13,N,64,W,31,WY,WINDY,20140715,Approved,H,NIOBRARA,5885,18659,56021,Active Permit
426301495,4902121300,EOG RESOURCES INC,12,N,64,W,7,WY,WINDY,20140715,Approved,H,NIOBRARA,5885,18659,56021,Active Permit
1031252649,4903729362,SAMSON RESOURCES COMPANY,15,N,95,W,30,WY,ENDURANCE,20140715,Approved,H,FORT UNION,6687,14793,56037,Active Permit
1031252649,4903729362,SAMSON RESOURCES COMPANY,15,N,95,W,20,WY,ENDURANCE,20140715,Approved,H,FORT UNION,6687,14793,56037,Active Permit
961855568,4900929136,SAMSON RESOURCES COMPANY,37,N,73,W,19,WY,WAYNE RAVENNA FEDERAL,20140715,Approved,H,SUSSEX,5451,15864,56009,Active Permit
961855568,4900929136,SAMSON RESOURCES COMPANY,37,N,73,W,18,WY,WAYNE RAVENNA FEDERAL,20140715,Approved,H,SUSSEX,5451,15864,56009,Active Permit
172697775,4901930109,SM ENERGY COMPANY,41,N,77,W,13,WY,CLOVER FED,20140715,Approved,H,FRONTIER,5269,22047,56019,Active Permit
172697775,4901930109,SM ENERGY COMPANY,41,N,77,W,1,WY,CLOVER FED,20140715,Approved,H,FRONTIER,5269,22047,56019,Active Permit
1789245780,4901929797,ANSCHUTZ OIL COMPANY LLC,50,N,78,W,19,WY,SHEH FEDERAL,20140715,Approved,H,SHANNON,4212,13206,56019,Active Permit
1789245780,4901929797,ANSCHUTZ OIL COMPANY LLC,50,N,78,W,19,WY,SHEH FEDERAL,20140715,Approved,H,SHANNON,4212,13206,56019,Active Permit
1487633243,4903729361,SAMSON RESOURCES COMPANY,15,N,95,W,30,WY,ENDURANCE,20140715,Approved,H,FORT UNION,6687,14645,56037,Active Permit
1487633243,4903729361,SAMSON RESOURCES COMPANY,15,N,95,W,20,WY,ENDURANCE,20140715,Approved,H,FORT UNION,6687,14645,56037,Active Permit
1671630277,4900929137,SAMSON RESOURCES COMPANY,37,N,73,W,19,WY,WAYNE RAVENNA FEDERAL,20140715,Approved,H,SUSSEX,5451,15959,56009,Active Permit
1671630277,4900929137,SAMSON RESOURCES COMPANY,37,N,73,W,18,WY,WAYNE RAVENNA FEDERAL,20140715,Approved,H,SUSSEX,5451,15959,56009,Active Permit
69599322,4901930008,SAMSON RESOURCES COMPANY,44,N,76,W,31,WY,JC CHEYENNE FEDERAL,20140715,Approved,H,SHANNON,4920,20826,56019,Active Permit
69599322,4901930008,SAMSON RESOURCES COMPANY,43,N,76,W,7,WY,JC CHEYENNE FEDERAL,20140715,Approved,H,SHANNON,4920,20826,56019,Active Permit
599059781,4903729363,SAMSON RESOURCES COMPANY,15,N,95,W,30,WY,ENDURANCE,20140715,Approved,H,FORT UNION,6687,14270,56037,Active Permit
599059781,4903729363,SAMSON RESOURCES COMPANY,15,N,95,W,20,WY,ENDURANCE,20140715,Approved,H,FORT UNION,6687,14270,56037,Active Permit
74737330,4900561727,SAMSON RESOURCES COMPANY,43,N,76,W,10,WY,TCR MADISON FEDERAL,20140715,Approved,H,SHANNON,4918,14798,56005,Active Permit
74737330,4900561727,SAMSON RESOURCES COMPANY,43,N,76,W,10,WY,TCR MADISON FEDERAL,20140715,Approved,H,SHANNON,4918,14798,56005,Active Permit
1189184684,4900562452,PEAK POWDER RIVER RESOURCES LLC,42,N,71,W,19,WY,BRIDLE BIT FEDERAL,20140715,Approved,H,TURNER,4838,14278,56005,Active Permit
1189184684,4900562452,PEAK POWDER RIVER RESOURCES LLC,42,N,71,W,18,WY,BRIDLE BIT FEDERAL,20140715,Approved,H,TURNER,4838,14278,56005,Active Permit
1545712285,4901929798,ANSCHUTZ OIL COMPANY LLC,49,N,78,W,9,WY,SHEH FEDERAL,20140715,Approved,H,SHANNON,4465,13339,56019,Active Permit
1545712285,4901929798,ANSCHUTZ OIL COMPANY LLC,49,N,78,W,4,WY,SHEH FEDERAL,20140715,Approved,H,SHANNON,4465,13339,56019,Active Permit
348911724,4900562450,DEVON ENERGY PRODUCTION COMPANY LP,43,N,72,W,9,WY,COSNER,20140715,Approved,H,PARKMAN,5057,11482,56005,Active Permit
348911724,4900562450,DEVON ENERGY PRODUCTION COMPANY LP,43,N,72,W,9,WY,COSNER,20140715,Approved,H,PARKMAN,5057,11482,56005,Active Permit
1342968253,4902906834,GAS VENTURES LLC,46,N,101,W,9,WY,WOLFE,20140715,Approved,V,"PHOSPHORIA,TENSLEEP",6818,3100,56029,Inactive
1121685584,4900928698,SAMSON RESOURCES COMPANY,36,N,72,W,12,WY,EASTWOOD FR FEE,20140715,Approved,H,SUSSEX,5354,14847,56009,Active Permit
1121685584,4900928698,SAMSON RESOURCES COMPANY,36,N,72,W,12,WY,EASTWOOD FR FEE,20140715,Approved,H,SUSSEX,5354,14847,56009,Active Permit
1903801334,4900929743,SAMSON RESOURCES COMPANY,39,N,73,W,30,WY,HARDY FEDERAL,20140715,Approved,H,SUSSEX,5228,20092,56009,Active Permit
1903801334,4900929743,SAMSON RESOURCES COMPANY,39,N,73,W,19,WY,HARDY FEDERAL,20140715,Approved,H,SUSSEX,5228,20092,56009,Active Permit
1619901619,4900929123,RKI EXPLORATION & PRODUCTION LLC,36,N,68,W,32,WY,WERNER,20140715,Approved,V,TEAPOT,4598,6480,56009,Confidential Well Status
1619901619,4900929123,RKI EXPLORATION & PRODUCTION LLC,36,N,68,W,32,WY,WERNER,20140715,Approved,V,TEAPOT,4598,6480,56009,Confidential Well Status
809321891,4900561899,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,31,WY,IBERLIN FED,20140716,Approved,H,TURNER,5339,15862,56005,Active Permit
809321891,4900561899,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,31,WY,IBERLIN FED,20140716,Approved,H,TURNER,5339,15862,56005,Active Permit
90643537,4903328087,SUMMIT GAS RESOURCES INC,58,N,77,W,26,WY,CB,20140716,Approved,V,PAWNEE,3858,1000,56033,Shut-In
1962974237,4902121395,CIRQUE RESOURCES LP,12,N,65,W,7,WY,CAPISTRANO,20140716,Approved,H,CODELL,6092,15461,56021,Active Permit
1962974237,4902121395,CIRQUE RESOURCES LP,12,N,65,W,6,WY,CAPISTRANO,20140716,Approved,H,CODELL,6092,15461,56021,Active Permit
111360325,4900561897,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,31,WY,IBERLIN FED,20140716,Approved,H,SHANNON,5337,14273,56005,Active Permit
111360325,4900561897,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,31,WY,IBERLIN FED,20140716,Approved,H,SHANNON,5337,14273,56005,Active Permit
1708117747,4903328090,SUMMIT GAS RESOURCES INC,58,N,77,W,27,WY,CB,20140716,Approved,V,PAWNEE,3979,1200,56033,Shut-In
1689419937,4903328093,SUMMIT GAS RESOURCES INC,58,N,77,W,21,WY,CB,20140716,Approved,V,PAWNEE,3968,1200,56033,Shut-In
1792882705,4900561898,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,31,WY,IBERLIN FED,20140716,Approved,H,NIOBRARA,5337,15397,56005,Active Permit
1792882705,4900561898,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,31,WY,IBERLIN FED,20140716,Approved,H,NIOBRARA,5337,15397,56005,Active Permit
1607728933,4900562469,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140716,Approved,H,MOWRY,5351,17076,56005,Active Permit
1607728933,4900562469,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140716,Approved,H,MOWRY,5351,17076,56005,Active Permit
218612800,4900562474,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140716,Approved,H,MOWRY,5291,16652,56005,Active Permit
218612800,4900562474,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140716,Approved,H,MOWRY,5291,16652,56005,Active Permit
1039296632,4903328089,SUMMIT GAS RESOURCES INC,58,N,77,W,27,WY,CB,20140716,Approved,V,PAWNEE,3885,1000,56033,Shut-In
1898911937,4903328013,SUMMIT GAS RESOURCES INC,58,N,77,W,25,WY,CB,20140716,Approved,V,PAWNEE,3790,1000,56033,Shut-In
77556842,4900929751,MBI OIL & GAS LLC,36,N,67,W,29,WY,MOORE,20140716,Approved,H,TEAPOT,4475,10542,56009,Active Permit
77556842,4900929751,MBI OIL & GAS LLC,36,N,67,W,29,WY,MOORE,20140716,Approved,H,TEAPOT,4475,10542,56009,Active Permit
1972880081,4903328018,SUMMIT GAS RESOURCES INC,58,N,76,W,31,WY,CB,20140716,Approved,V,PAWNEE,3790,1000,56033,Shut-In
1596919109,4900929749,MBI OIL & GAS LLC,36,N,67,W,29,WY,MOORE,20140716,Approved,H,TEAPOT,4475,12011,56009,Active Permit
1596919109,4900929749,MBI OIL & GAS LLC,36,N,67,W,30,WY,MOORE,20140716,Approved,H,TEAPOT,4475,12011,56009,Active Permit
1403967798,4902121392,EOG RESOURCES INC,13,N,65,W,7,WY,JUBILEE,20140716,Approved,H,NIOBRARA,6066,18900,56021,Active Permit
1403967798,4902121392,EOG RESOURCES INC,13,N,65,W,19,WY,JUBILEE,20140716,Approved,H,NIOBRARA,6066,18900,56021,Active Permit
1195596630,4902931377,MARATHON OIL COMPANY,49,N,102,W,12,WY,SPRING CREEK UNIT,20140716,Approved,H,PHOSPHORIA-TENSLEEP,7104,4553,56029,Active Permit
1195596630,4902931377,MARATHON OIL COMPANY,49,N,102,W,12,WY,SPRING CREEK UNIT,20140716,Approved,H,PHOSPHORIA-TENSLEEP,7104,4553,56029,Active Permit
1448543579,4903328174,STORM CAT ENERGY (USA) OPERATING CORP,55,N,77,W,13,WY,ODEGARD FED,20140716,Approved,V,"ANDERSON,CANYON,CHEROKEE,FT UNION,PAWNEE,SMITH,WALL",3877,1358,56033,Active Permit
1616721904,4900928735,CHESAPEAKE OPERATING INC,34,N,69,W,5,WY,EAST YORK,20140716,Approved,H,NIOBRARA,4855,14762,56009,Active Permit
1616721904,4900928735,CHESAPEAKE OPERATING INC,34,N,69,W,5,WY,EAST YORK,20140716,Approved,H,NIOBRARA,4855,14762,56009,Active Permit
323612772,4900561597,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140716,Approved,H,SHANNON,5351,14965,56005,Active Permit
323612772,4900561597,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140716,Approved,H,SHANNON,5351,14965,56005,Active Permit
495533112,4903328095,SUMMIT GAS RESOURCES INC,58,N,77,W,22,WY,CB,20140716,Approved,V,PAWNEE,3957,1200,56033,Shut-In
1258659717,4900929748,MBI OIL & GAS LLC,36,N,67,W,29,WY,MOORE,20140716,Approved,H,TEAPOT,4475,10554,56009,Active Permit
1258659717,4900929748,MBI OIL & GAS LLC,36,N,67,W,30,WY,MOORE,20140716,Approved,H,TEAPOT,4475,10554,56009,Active Permit
1399538141,4900561896,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,35,WY,ATWOOD-LAUR,20140716,Approved,H,NIOBRARA,5211,15003,56005,Active Permit
1399538141,4900561896,PEAK POWDER RIVER RESOURCES LLC,43,N,74,W,35,WY,ATWOOD-LAUR,20140716,Approved,H,NIOBRARA,5211,15003,56005,Active Permit
127947285,4903328092,SUMMIT GAS RESOURCES INC,58,N,77,W,21,WY,CB,20140716,Approved,V,PAWNEE,4025,1200,56033,Shut-In
1673123613,4900929745,MBI OIL & GAS LLC,36,N,67,W,29,WY,MOORE,20140716,Approved,H,TEAPOT,4475,11839,56009,Active Permit
1673123613,4900929745,MBI OIL & GAS LLC,36,N,67,W,29,WY,MOORE,20140716,Approved,H,TEAPOT,4475,11839,56009,Active Permit
271077840,4900562471,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140716,Approved,H,TURNER,5351,16171,56005,Active Permit
271077840,4900562471,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,8,WY,IBERLIN FEDERAL,20140716,Approved,H,TURNER,5351,16171,56005,Active Permit
1493191944,4903328173,STORM CAT ENERGY USA OPERATING CORP,55,N,76,W,18,WY,ODEGARD FED,20140716,Approved,V,"ANDERSON,CANYON,CHEROKEE,FT UNION,PAWNEE,SMITH,WALL",3967,1418,56033,Active Permit
133686901,4900928751,CHESAPEAKE OPERATING INC,35,N,71,W,31,WY,GRAHAM,20140716,Approved,H,NIOBRARA,5449,16040,56009,Active Permit
133686901,4900928751,CHESAPEAKE OPERATING INC,35,N,71,W,31,WY,GRAHAM,20140716,Approved,H,NIOBRARA,5449,16040,56009,Active Permit
482008893,4902121396,EOG RESOURCES INC,13,N,65,W,24,WY,JUBILEE,20140716,Approved,H,NIOBRARA,5891,17982,56021,Active Permit
482008893,4902121396,EOG RESOURCES INC,13,N,65,W,25,WY,JUBILEE,20140716,Approved,H,NIOBRARA,5891,17982,56021,Active Permit
4095136,4900562483,BALLARD PETROLEUM HOLDINGS LLC,42,N,73,W,10,WY,RENO,20140716,Approved,H,PARKMAN,5143,12295,56005,Active Permit
4095136,4900562483,BALLARD PETROLEUM HOLDINGS LLC,42,N,73,W,10,WY,RENO,20140716,Approved,H,PARKMAN,5143,12295,56005,Active Permit
1998876989,4900562463,BALLARD PETROLEUM HOLDINGS LLC,42,N,73,W,10,WY,RENO,20140716,Approved,H,TURNER,5143,15282,56005,Completed
1998876989,4900562463,BALLARD PETROLEUM HOLDINGS LLC,42,N,73,W,10,WY,RENO,20140716,Approved,H,TURNER,5143,15282,56005,Completed
1663527546,4900562472,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140716,Approved,H,TURNER,5290,15834,56005,Active Permit
1663527546,4900562472,PEAK POWDER RIVER RESOURCES LLC,42,N,74,W,5,WY,IBERLIN FEDERAL,20140716,Approved,H,TURNER,5290,15834,56005,Active Permit
1946724626,4902121384,CIRQUE RESOURCES LP,13,N,66,W,11,WY,SEAL,20140716,Approved,H,CODELL,5975,13573,56021,Active Permit
1946724626,4902121384,CIRQUE RESOURCES LP,13,N,66,W,11,WY,SEAL,20140716,Approved,H,CODELL,5975,13573,56021,Active Permit
450932655,4900561454,PETRO-HUNT LLC,43,N,70,W,15,WY,BERTZ,20140716,Approved,V,TURNER,4784,8393,56005,Confidential Well Status
450932655,4900561454,PETRO-HUNT LLC,43,N,70,W,10,WY,BERTZ,20140716,Approved,V,TURNER,4784,8393,56005,Confidential Well Status
867295551,4900561455,PETRO-HUNT LLC,43,N,70,W,10,WY,RENO,20140716,Approved,V,TURNER,4784,8545,56005,Confidential Well Status
867295551,4900561455,PETRO-HUNT LLC,43,N,70,W,15,WY,RENO,20140716,Approved,V,TURNER,4784,8545,56005,Confidential Well Status
1437323210,4900561491,PETRO-HUNT LLC,43,N,70,W,10,WY,JACOBS,20140716,Approved,V,TURNER,4755,8358,56005,Confidential Well Status
1437323210,4900561491,PETRO-HUNT LLC,43,N,70,W,3,WY,JACOBS,20140716,Approved,V,TURNER,4755,8358,56005,Confidential Well Status
2030308068,4900928732,KERR-MCGEE OIL & GAS ONSHORE LP,33,N,68,W,31,WY,SHAWNEE FEE,20140716,Approved,V,FRONTIER,5112,10496,56009,Confidential Well Status
2030308068,4900928732,KERR-MCGEE OIL & GAS ONSHORE LP,33,N,68,W,31,WY,SHAWNEE FEE,20140716,Approved,V,FRONTIER,5112,10496,56009,Confidential Well Status
1501451580,4900929192,BILL BARRETT CORPORATION,38,N,74,W,26,WY,MANNING FED,20140717,Approved,H,FRONTIER,5357,17233,56009,Active Permit
1501451580,4900929192,BILL BARRETT CORPORATION,38,N,74,W,26,WY,MANNING FED,20140717,Approved,H,FRONTIER,5357,17233,56009,Active Permit
654376830,4900929768,SM ENERGY COMPANY,39,N,75,W,10,WY,BOZONE FED,20140717,Approved,H,SHANNON,5536,21550,56009,Active Permit
654376830,4900929768,SM ENERGY COMPANY,39,N,75,W,22,WY,BOZONE FED,20140717,Approved,H,SHANNON,5536,21550,56009,Active Permit
1514246211,4900561988,EOG RESOURCES INC,42,N,72,W,6,WY,BOLT,20140718,Approved,H,PARKMAN,5015,11918,56005,Active Permit
1514246211,4900561988,EOG RESOURCES INC,42,N,72,W,6,WY,BOLT,20140718,Approved,H,PARKMAN,5015,11918,56005,Active Permit
689038086,4900561864,EOG RESOURCES INC,41,N,72,W,29,WY,ARBALEST,20140718,Approved,H,PARKMAN,4872,12120,56005,Active Permit
689038086,4900561864,EOG RESOURCES INC,41,N,72,W,29,WY,ARBALEST,20140718,Approved,H,PARKMAN,4872,12120,56009,Active Permit
1962272135,4900561930,EOG RESOURCES INC,41,N,73,W,13,WY,BALLISTA,20140718,Approved,H,TURNER,5070,15150,56005,Active Permit
1962272135,4900561930,EOG RESOURCES INC,41,N,73,W,24,WY,BALLISTA,20140718,Approved,H,TURNER,5070,15150,56005,Active Permit
771101575,4900561927,EOG RESOURCES INC,41,N,72,W,25,WY,ARBALEST,20140718,Approved,H,TURNER,4706,14293,56005,Active Permit
771101575,4900561927,EOG RESOURCES INC,41,N,72,W,25,WY,ARBALEST,20140718,Approved,H,TURNER,4706,14293,56009,Active Permit
108047881,4900561986,EOG RESOURCES INC,42,N,72,W,6,WY,BOLT,20140718,Approved,H,TURNER,5015,14781,56005,Active Permit
108047881,4900561986,EOG RESOURCES INC,42,N,72,W,6,WY,BOLT,20140718,Approved,H,TURNER,5015,14781,56005,Active Permit
1420372320,4900561931,EOG RESOURCES INC,41,N,73,W,13,WY,BALLISTA,20140718,Approved,H,PARKMAN,5070,12078,56005,Active Permit
1420372320,4900561931,EOG RESOURCES INC,41,N,73,W,13,WY,BALLISTA,20140718,Approved,H,PARKMAN,5070,12078,56005,Active Permit
845402684,4904529360,MAHA ENERGY US INC,44,N,61,W,12,WY,LAK,20140721,Approved,H,NEWCASTLE SANDSTONE,4265,3045,56045,Active Permit
845402684,4904529360,MAHA ENERGY US INC,44,N,61,W,12,WY,LAK,20140721,Approved,H,NEWCASTLE SANDSTONE,4265,3045,56045,Active Permit
357833009,4903328057,SUMMIT GAS RESOURCES INC,57,N,77,W,15,WY,CB FED,20140721,Approved,V,FORT UNION COALS,3845,1500,56033,Active Permit
1402788596,4900724535,WARREN E & P INC,16,N,91,W,3,WY,SD FEDERAL,20140721,Approved,V,ALLEN RIDGE,6811,1650,56007,Active Permit
1693727439,4902523972,PENNECO EXPLORATION COMPANY OF WYO LLC,33,N,77,W,9,WY,BROOKS RANCH UNIT,20140721,Approved,V,FRONTIER-2,5260,4610,56025,Completed
414515933,4904120785,WESTERN AMERICAN RESOURCES LLC,15,N,113,W,24,WY,YELLOWSPUR FEDERAL,20140721,Approved,V,DAKOTA,6745,13149,56041,Active Permit
471453515,4903328085,SUMMIT GAS RESOURCES INC,57,N,77,W,19,WY,CB FED,20140721,Approved,V,FORT UNION COALS,4110,1450,56033,Shut-In
1404108107,4900723983,WARREN E & P INC,16,N,91,W,15,WY,SD FEDERAL,20140722,Approved,V,ALLEN RIDGE,6779,1350,56007,Active Permit
434887655,4900724352,WARREN E & P INC,16,N,91,W,33,WY,AR FEDERAL,20140722,Approved,V,ALLEN RIDGE,6574,1400,56007,Active Permit
20038040,4903529255,JONAH ENERGY LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7191,13155,56035,Active Permit
20038040,4903529255,JONAH ENERGY LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7191,13155,56035,Active Permit
975941113,4900723891,WARREN E & P INC,16,N,91,W,28,WY,GP FED,20140722,Approved,V,"CHEROKEE CREEK,DEEP CREEK,HAYSTACK MOUNTAIN",6599,3375,56007,Active Permit
1063568628,4900724537,WARREN E & P INC,16,N,91,W,4,WY,SD FEDERAL,20140722,Approved,V,ALLEN RIDGE,6809,1950,56007,Active Permit
1145596765,4903529254,JONAH ENERGY LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7196,13216,56035,Active Permit
1145596765,4903529254,JONAH ENERGY LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7196,13216,56035,Active Permit
1133781602,4900724540,WARREN E & P INC,15,N,91,W,17,WY,GP FEDERAL,20140722,Approved,V,ALLEN RIDGE,6634,3000,56007,Active Permit
1254119875,4900724534,WARREN E & P INC,16,N,91,W,3,WY,SD FEDERAL,20140722,Approved,V,ALLEN RIDGE,6855,1440,56007,Active Permit
2085762733,4903529252,JONAH ENERGY  LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7198,13117,56035,Active Permit
2085762733,4903529252,JONAH ENERGY  LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7198,13117,56035,Active Permit
1693213604,4900929191,BILL BARRETT CORPORATION,39,N,74,W,35,WY,FEDERAL,20140722,Approved,H,SUSSEX,5319,15583,56009,Active Permit
1693213604,4900929191,BILL BARRETT CORPORATION,38,N,74,W,1,WY,FEDERAL,20140722,Approved,H,SUSSEX,5319,15583,56009,Active Permit
1575674347,4903529253,JONAH ENERGY LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7195,13125,56035,Active Permit
1575674347,4903529253,JONAH ENERGY LLC,29,N,107,W,29,WY,CABRITO,20140722,Approved,H,LANCE POOL,7195,13125,56035,Active Permit
402983097,4900723545,WARREN E & P INC,16,N,91,W,22,WY,AR FEDERAL,20140722,Approved,V,ALLEN RIDGE,6718,1300,56007,Active Permit
656042249,4900724539,WARREN E & P INC,15,N,91,W,17,WY,GP FEDERAL,20140722,Approved,V,ALLEN RIDGE,6660,3250,56007,Active Permit
563634638,4900928716,BILL BARRETT CORPORATION,39,N,74,W,35,WY,FEDERAL,20140722,Approved,H,SUSSEX,5319,15193,56009,Active Permit
563634638,4900928716,BILL BARRETT CORPORATION,38,N,74,W,2,WY,FEDERAL,20140722,Approved,H,SUSSEX,5319,15193,56009,Active Permit
462571036,4900723991,WARREN E & P INC,16,N,91,W,10,WY,SD FEDERAL,20140722,Approved,V,ALLEN RIDGE,6834,1550,56007,Active Permit
1985674795,4900724353,WARREN E & P INC,16,N,91,W,33,WY,AR FEDERAL,20140722,Approved,V,ALLEN RIDGE,6559,1350,56007,Active Permit
